doubt_id,text,topic,urgency
DBT000372,"hi, not sure which time complexity my solution actually has, no rush",Algorithms,Low
DBT000373,"hi, git merge conflict i don't know how to resolve, no rush",Env_Setup,Low
DBT000374,confused about when to use inheritance vs composition,OOP_Design,Low
DBT000375,"foreign key constraint fails on insert, need help asap",Databases,High
DBT000376,"hi, not sure how polymorphism applies to this assignment, would like this before the next class please help",OOP_Design,Medium
DBT000377,python version mismatch is breaking the autograder,Env_Setup,Low
DBT000378,"hi, form submission is not updating the database, need help asap",WebDev,High
DBT000379,"virtual environment not activating on windows, need to fix this soon",Env_Setup,Medium
DBT000380,"getting a null pointer exception i cannot trace, no rush",Debugging_Errors,Low
DBT000381,"constructor is not initializing the parent class fields, for future reference",OOP_Design,Low
DBT000382,"git merge conflict i don't know how to resolve, need to fix this soon",Env_Setup,Medium
DBT000383,"getting a null pointer exception i cannot trace, whenever you get a chance please help",Debugging_Errors,Low
DBT000384,"database connection keeps timing out during the demo, for future reference",Databases,Low
DBT000385,dynamic programming table is giving wrong values,Algorithms,High
DBT000386,"not sure which time complexity my solution actually has, for future reference",Algorithms,Low
DBT000387,"greedy approach fails on this specific test case, for future reference",Algorithms,Low
DBT000388,cannot install the required package on my laptop,Env_Setup,Medium
DBT000389,"confused about when to use inheritance vs composition, whenever you get a chance",OOP_Design,Low
DBT000390,"hi, extension request for the assignment due tonight, would like this before the next class",Deadline_Admin,Medium
DBT000391,"query is extremely slow on the test dataset, for future reference",Databases,Low
DBT000392,"while loop condition never becomes false, need to fix this soon",Loops_Recursion,Medium
DBT000393,"hi, react component re-renders infinitely, no rush",WebDev,Low
DBT000394,"query is extremely slow on the test dataset, for future reference",Databases,Low
DBT000395,"not sure how polymorphism applies to this assignment, would like this before the next class",OOP_Design,Medium
DBT000396,"exam is in two hours and autograder is down, need to fix this soon",Deadline_Admin,Medium
DBT000397,"graph traversal is missing some nodes, no rush please help",Algorithms,Low
DBT000398,"trying to understand tail recursion vs normal recursion, would like this before the next class",Loops_Recursion,Medium
DBT000399,"virtual environment not activating on windows, would like this before the next class",Env_Setup,Medium
DBT000400,exam is in two hours and autograder is down,Deadline_Admin,Critical
DBT000401,"hi, greedy approach fails on this specific test case, system crashed during the final demo",Algorithms,High
DBT000402,loop runs forever and I don't know why,Loops_Recursion,Medium
DBT000403,"hi, submission portal is not accepting my file before the deadline, this is blocking my progress",Deadline_Admin,High
DBT000404,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT000405,"query is extremely slow on the test dataset, for future reference",Databases,Low
DBT000406,"loop runs forever and I don't know why, autograder is down and deadline is in minutes",Loops_Recursion,Critical
DBT000407,"python version mismatch is breaking the autograder, whenever you get a chance",Env_Setup,Low
DBT000408,"hi, loop runs forever and I don't know why",Loops_Recursion,Low
DBT000409,api call returns 404 only in production,WebDev,Low
DBT000410,"hi, virtual environment not activating on windows, need to fix this soon",Env_Setup,Medium
DBT000411,"my class diagram doesn't match the actual code structure, just curious",OOP_Design,Low
DBT000412,"submission portal is not accepting my file before the deadline, deadline is tomorrow please help",Deadline_Admin,High
DBT000413,"hi, form submission is not updating the database, no rush",WebDev,Low
DBT000414,"extension request for the assignment due tonight, for future reference",Deadline_Admin,Low
DBT000415,"not sure which time complexity my solution actually has, whenever you get a chance",Algorithms,Low
DBT000416,"hi, my code throws an error only on the grading server not locally, need to fix this soon",Debugging_Errors,Medium
DBT000417,"hi, my code throws an error only on the grading server not locally, need to fix this soon",Debugging_Errors,Medium
DBT000418,"exam is in two hours and autograder is down, for future reference",Deadline_Admin,Low
DBT000419,"query is extremely slow on the test dataset, whenever you get a chance",Databases,Low
DBT000420,"my sql join is returning duplicate rows, would like this before the next class",Databases,Medium
DBT000421,"greedy approach fails on this specific test case, need help asap",Algorithms,High
DBT000422,"git merge conflict i don't know how to resolve, for future reference",Env_Setup,Low
DBT000423,"trying to understand tail recursion vs normal recursion, would like this before the next class",Loops_Recursion,Medium
DBT000424,"not sure which time complexity my solution actually has, for future reference",Algorithms,Low
DBT000425,"my sql join is returning duplicate rows, for future reference",Databases,Low
DBT000426,"api call returns 404 only in production, would like this before the next class please help",WebDev,Medium
DBT000427,"python version mismatch is breaking the autograder, this is blocking my progress",Env_Setup,High
DBT000428,query is extremely slow on the test dataset,Databases,Low
DBT000429,"react component re-renders infinitely, need to fix this soon",WebDev,Medium
DBT000430,cannot install the required package on my laptop please help,Env_Setup,High
DBT000431,"foreign key constraint fails on insert, deadline is tomorrow",Databases,High
DBT000432,"for loop skips the last element, just curious",Loops_Recursion,Low
DBT000433,extension request for the assignment due tonight,Deadline_Admin,Medium
DBT000434,"not sure how to normalize this schema for the project, need to fix this soon",Databases,Medium
DBT000435,python version mismatch is breaking the autograder,Env_Setup,Medium
DBT000436,"react component re-renders infinitely, need help asap",WebDev,High
DBT000437,"index out of bounds error only on the last test case, this is blocking my progress",Debugging_Errors,High
DBT000438,"virtual environment not activating on windows, just curious",Env_Setup,Low
DBT000439,"cors error when calling the backend from the frontend, this is blocking my progress",WebDev,High
DBT000440,segmentation fault when i run the test suite,Debugging_Errors,Low
DBT000441,"cors error when calling the backend from the frontend, would like this before the next class",WebDev,Medium
DBT000442,"dynamic programming table is giving wrong values, no rush",Algorithms,Low
DBT000443,"python version mismatch is breaking the autograder, would like this before the next class",Env_Setup,Medium
DBT000444,"git merge conflict i don't know how to resolve, would like this before the next class",Env_Setup,Medium
DBT000445,"for loop skips the last element, no rush",Loops_Recursion,Low
DBT000446,getting a null pointer exception i cannot trace,Debugging_Errors,Medium
DBT000447,"hi, stack trace points to a line that looks fine to me, need to fix this soon",Debugging_Errors,Medium
DBT000448,"segmentation fault when i run the test suite, this is blocking my progress",Debugging_Errors,High
DBT000449,"trying to understand tail recursion vs normal recursion, for future reference",Loops_Recursion,Low
DBT000450,"hi, graph traversal is missing some nodes",Algorithms,Medium
DBT000451,"hi, cors error when calling the backend from the frontend",WebDev,Medium
DBT000452,not sure which time complexity my solution actually has please help,Algorithms,High
DBT000453,git merge conflict i don't know how to resolve,Env_Setup,High
DBT000454,not sure how polymorphism applies to this assignment,OOP_Design,Low
DBT000455,"my recursive function never hits the base case, would like this before the next class",Loops_Recursion,Medium
DBT000456,"trying to understand tail recursion vs normal recursion, this is blocking my progress",Loops_Recursion,High
